发布日期,岗位标题,岗位描述,地区,公司规模,学历要求,薪资下限,薪资上限
2022-03-01,前端开发工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉CSS、React、HTML等相关技术，具备良好的沟通能力和团队协作精神。,西安,50-150人,本科,8474,14235
2022-03-02,运维工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉Linux、K8s、运维等相关技术，具备良好的沟通能力和团队协作精神。,天津,50-150人,大专,7093,12040
2022-03-02,Python开发工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉Flask、Python、Django等相关技术，具备良好的沟通能力和团队协作精神。,南京,少于50人,本科,8162,14134
2022-03-03,财务分析师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉Excel、财务分析、财务报表等相关技术，具备良好的沟通能力和团队协作精神。,深圳,50-150人,本科,13549,22332
2022-03-03,运维工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉监控、Docker、Linux等相关技术，具备良好的沟通能力和团队协作精神。,杭州,1000人以上,博士,21365,39738
2022-03-04,数据分析师,构建机器学习模型，解决实际业务问题。要求熟悉Excel、统计学、Tableau等相关技术，具备良好的沟通能力和团队协作精神。,苏州,150-500人,本科,11885,18690
2022-03-05,测试工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉自动化测试、缺陷管理、测试等相关技术，具备良好的沟通能力和团队协作精神。,天津,少于50人,大专,5865,10291
2022-03-05,数据科学家,构建机器学习模型，解决实际业务问题。要求熟悉Python、TensorFlow、深度学习等相关技术，具备良好的沟通能力和团队协作精神。,广州,1000人以上,硕士,41236,65033
2022-03-05,销售代表,分析市场趋势和竞争对手，制定市场策略。要求熟悉商务谈判、销售、客户关系等相关技术，具备良好的沟通能力和团队协作精神。,南京,少于50人,大专,5652,10429
2022-03-05,技术支持工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉文档编写、技术支持、客户沟通等相关技术，具备良好的沟通能力和团队协作精神。,深圳,500-1000人,硕士,16340,29561
2022-03-05,Python开发工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉Django、Python、MySQL等相关技术，具备良好的沟通能力和团队协作精神。,天津,1000人以上,大专,8930,15178
2022-03-06,Python开发工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Flask、Django、Python等相关技术，具备良好的沟通能力和团队协作精神。,苏州,50-150人,博士,18518,30154
2022-03-08,机器学习工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Python、模型调优、机器学习等相关技术，具备良好的沟通能力和团队协作精神。,上海,1000人以上,博士,23806,44255
2022-03-08,技术支持工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉客户沟通、文档编写、技术支持等相关技术，具备良好的沟通能力和团队协作精神。,北京,1000人以上,大专,4952,8644
2022-03-08,全栈开发工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉MySQL、JavaScript、MongoDB等相关技术，具备良好的沟通能力和团队协作精神。,苏州,150-500人,本科,11279,18084
2022-03-09,运维工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉Linux、运维、K8s等相关技术，具备良好的沟通能力和团队协作精神。,苏州,少于50人,本科,8547,14331
2022-03-11,人力资源专员,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉招聘、培训、员工关系等相关技术，具备良好的沟通能力和团队协作精神。,武汉,50-150人,硕士,7410,12263
2022-03-12,项目经理,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉团队协调、风险控制、进度控制等相关技术，具备良好的沟通能力和团队协作精神。,重庆,500-1000人,硕士,14563,27254
2022-03-16,算法工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉深度学习、机器学习、数据结构等相关技术，具备良好的沟通能力和团队协作精神。,天津,500-1000人,博士,17274,30161
2022-03-17,全栈开发工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉Node.js、MySQL、MongoDB等相关技术，具备良好的沟通能力和团队协作精神。,深圳,150-500人,博士,21832,38473
2022-03-17,销售代表,负责市场推广和品牌建设，拓展市场渠道。要求熟悉商务谈判、客户关系、销售等相关技术，具备良好的沟通能力和团队协作精神。,苏州,150-500人,博士,17163,29411
2022-03-18,销售代表,分析市场趋势和竞争对手，制定市场策略。要求熟悉业绩目标、商务谈判、客户关系等相关技术，具备良好的沟通能力和团队协作精神。,武汉,150-500人,博士,18539,29855
2022-03-18,人力资源专员,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉员工关系、绩效考核、招聘等相关技术，具备良好的沟通能力和团队协作精神。,南京,500-1000人,大专,6014,9879
2022-03-18,架构师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉系统架构、技术选型、微服务等相关技术，具备良好的沟通能力和团队协作精神。,重庆,150-500人,博士,15168,25818
2022-03-19,全栈开发工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉MongoDB、React、JavaScript等相关技术，具备良好的沟通能力和团队协作精神。,深圳,150-500人,博士,20399,37041
2022-03-19,算法工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉深度学习、数据结构、算法等相关技术，具备良好的沟通能力和团队协作精神。,广州,150-500人,大专,9168,15676
2022-03-19,前端开发工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉TypeScript、React、JavaScript等相关技术，具备良好的沟通能力和团队协作精神。,苏州,150-500人,博士,18646,30894
2022-03-20,技术支持工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉文档编写、客户沟通、技术支持等相关技术，具备良好的沟通能力和团队协作精神。,重庆,500-1000人,博士,17291,29007
2022-03-22,技术支持工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉文档编写、问题排查、技术支持等相关技术，具备良好的沟通能力和团队协作精神。,广州,150-500人,本科,10511,18646
2022-03-22,产品经理,负责产品规划和设计，推动产品迭代优化。要求熟悉产品设计、需求分析、用户研究等相关技术，具备良好的沟通能力和团队协作精神。,南京,少于50人,本科,38088,64962
2022-03-22,数据分析师,设计和维护数据报表，监控业务指标变化。要求熟悉Tableau、Excel、统计学等相关技术，具备良好的沟通能力和团队协作精神。,成都,1000人以上,硕士,20428,30812
2022-03-22,数据科学家,负责数据分析和挖掘，为业务决策提供数据支持。要求熟悉深度学习、PyTorch、Python等相关技术，具备良好的沟通能力和团队协作精神。,南京,50-150人,博士,35813,58342
2022-03-23,Java后端开发,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉MySQL、Dubbo、Java等相关技术，具备良好的沟通能力和团队协作精神。,重庆,50-150人,硕士,10673,17980
2022-03-23,测试工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉缺陷管理、测试、性能测试等相关技术，具备良好的沟通能力和团队协作精神。,南京,少于50人,大专,5942,10720
2022-03-23,架构师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉系统架构、技术选型、性能优化等相关技术，具备良好的沟通能力和团队协作精神。,天津,少于50人,博士,12962,22920
2022-03-24,数据分析师,负责数据分析和挖掘，为业务决策提供数据支持。要求熟悉Excel、Python、Tableau等相关技术，具备良好的沟通能力和团队协作精神。,成都,1000人以上,大专,10636,17027
2022-03-24,Java后端开发,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉MySQL、Dubbo、SpringBoot等相关技术，具备良好的沟通能力和团队协作精神。,重庆,50-150人,硕士,12130,19437
2022-03-24,数据科学家,设计和维护数据报表，监控业务指标变化。要求熟悉机器学习、PyTorch、深度学习等相关技术，具备良好的沟通能力和团队协作精神。,重庆,1000人以上,大专,41687,68312
2022-03-24,架构师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉系统架构、技术选型、性能优化等相关技术，具备良好的沟通能力和团队协作精神。,成都,少于50人,博士,11673,21857
2022-03-25,架构师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉性能优化、技术选型、系统架构等相关技术，具备良好的沟通能力和团队协作精神。,上海,1000人以上,博士,32027,52477
2022-03-25,Java后端开发,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉MySQL、Java、Dubbo等相关技术，具备良好的沟通能力和团队协作精神。,西安,150-500人,本科,8012,14077
